CVE_AGENTE,RAMO,RECIBO,POLIZA,SERIE,PRIMA_AL_COBRO,PORCENTAJE_COM,IMPORTE_COM,IVA,ISR,IMPUESTO_CEDULAR,RETENCION,IMPORTE_NETO,FECHA_APLICACION
'00002467,0196    ,'12868273F         ,'00096827,0101, 1028, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0192    ,'12873791F         ,'00005284,0101, 2301, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0192    ,'12873803F         ,'00005062,0101, 1999.91, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0197    ,'12873867F         ,'00007946,0101, 5141, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0192    ,'12873924F         ,'00005877,0101, 1725.89, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0192    ,'12873925F         ,'00005877,0101, 1726, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0197    ,'12874057F         ,'00008304,0101, 1028, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0197    ,'12874058F         ,'00008307,0101, 2057, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0196    ,'12877835F         ,'00114474,0101, 1250, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0196    ,'12877836F         ,'00114474,0101, 1250, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0196    ,'12877837F         ,'00114474,0101, 2500, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0191    ,'12878365F         ,'01030863,0101, 2301, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0197    ,'12885687F         ,'00008931,0101, 2571, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0197    ,'12885688F         ,'00008931,0101, 2571, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0197    ,'12885702F         ,'00007059,0101, 2156, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0191    ,'12890272F         ,'01034728,0101, 1500, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0196    ,'12895153F         ,'00108449,0101, 1028, 0%, 0, 0, 0, 0, 0, 0,20200721
'00002467,0191    ,'12896536F         ,'01004928,0101, 1821.95, 0%, 0, 0, 0, 0, 0, 0,20200721
